,Facility Name,Permit Number,Permit Status,Permit Type,City,County,Violation Date,Is Addressed,Category,Type,Parameter,Units,Statistical Base,Measurement Value,Benchmark/Limit,Violation Notes,Violation Override,Feature Name,ViolationId,FacilityId,lat,lon
1571,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,791.3, , , , ,1629396,5720775,48.9457931518555,-118.984680175781
1572,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,6.41, , , , ,1629398,5720775,48.9457931518555,-118.984680175781
1573,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,300, , , , ,1629400,5720775,48.9457931518555,-118.984680175781
1574,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,775, , , , ,1629393,5720775,48.9457931518555,-118.984680175781
1575,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,20.5, , , , ,1629395,5720775,48.9457931518555,-118.984680175781
1576,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,12.1, , , , ,1629397,5720775,48.9457931518555,-118.984680175781
1577,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,85.9, , , , ,1629399,5720775,48.9457931518555,-118.984680175781
1578,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,27.1, , , , ,1629401,5720775,48.9457931518555,-118.984680175781
1579,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,1077, , , , ,1629402,5720775,48.9457931518555,-118.984680175781
1580,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,7.52, , , , ,1629404,5720775,48.9457931518555,-118.984680175781
1581,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,1.4, , , , ,1629406,5720775,48.9457931518555,-118.984680175781
1582,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,0.77, , , , ,1629408,5720775,48.9457931518555,-118.984680175781
1583,Mabton POTW,WA0020648,Active,Municipal NPDES IP,MABTON,Yakima,7/1/2020,No,Design Criteria (85%),85% Design Criteria Warning (if exceeded for 3 consecutive months triggers permit action), , , ,0.175, , , , ,1629916,7213951,46.2285308837891,-119.988868713379
1584,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,306, , , , ,1629403,5720775,48.9457931518555,-118.984680175781
1585,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,4.84, , , , ,1629405,5720775,48.9457931518555,-118.984680175781
1586,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,9.79, , , , ,1629407,5720775,48.9457931518555,-118.984680175781
1587,Tree Top Inc Prosser,ST0009147,Active,Industrial to ground SWDP IP,PROSSER,Benton,7/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , ,WELB,1629812,52231833,46.2183837890625,-119.734230041504
1588,Iron Horse Brewery Inc,ST0501278,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,ELLENSBURG,Kittitas,7/1/2020,No,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1630003,3001,47.0,-120.5
1589,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,399, , , , ,1630400,5720775,48.9457931518555,-118.984680175781
1590,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,17.4, , , , ,1630402,5720775,48.9457931518555,-118.984680175781
1591,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,4.08, , , , ,1630404,5720775,48.9457931518555,-118.984680175781
1592,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,6.49, , , , ,1630406,5720775,48.9457931518555,-118.984680175781
1593,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,22.9, , , , ,1630408,5720775,48.9457931518555,-118.984680175781
1594,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,195, , , , ,1630401,5720775,48.9457931518555,-118.984680175781
1595,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,524.7, , , , ,1630403,5720775,48.9457931518555,-118.984680175781
1596,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,312, , , , ,1630405,5720775,48.9457931518555,-118.984680175781
1597,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,0.77, , , , ,1630407,5720775,48.9457931518555,-118.984680175781
1598,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,664.8, , , , ,1630409,5720775,48.9457931518555,-118.984680175781
1599,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,300, , , , ,1630410,5720775,48.9457931518555,-118.984680175781
1600,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,316, , , , ,1630412,5720775,48.9457931518555,-118.984680175781
1601,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,398, , , , ,1630414,5720775,48.9457931518555,-118.984680175781
1602,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,12.1, , , , ,1630416,5720775,48.9457931518555,-118.984680175781
1603,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,71.8, , , , ,1630418,5720775,48.9457931518555,-118.984680175781
1604,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,352, , , , ,1630411,5720775,48.9457931518555,-118.984680175781
1605,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,9.79, , , , ,1630413,5720775,48.9457931518555,-118.984680175781
1606,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,557.9, , , , ,1630415,5720775,48.9457931518555,-118.984680175781
1607,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,7.52, , , , ,1630417,5720775,48.9457931518555,-118.984680175781
1608,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,2.39, , , , ,1630419,5720775,48.9457931518555,-118.984680175781
1609,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,27.1, , , , ,1630420,5720775,48.9457931518555,-118.984680175781
1610,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,11.4, , , , ,1630422,5720775,48.9457931518555,-118.984680175781
1611,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,280, , , , ,1630424,5720775,48.9457931518555,-118.984680175781
1612,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,12.6, , , , ,1630426,5720775,48.9457931518555,-118.984680175781
1613,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,831.7, , , , ,1630428,5720775,48.9457931518555,-118.984680175781
1614,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,1060, , , , ,1630421,5720775,48.9457931518555,-118.984680175781
1615,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,1.3, , , , ,1630423,5720775,48.9457931518555,-118.984680175781
1616,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,1.4, , , , ,1630425,5720775,48.9457931518555,-118.984680175781
1617,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,228, , , , ,1630427,5720775,48.9457931518555,-118.984680175781
1618,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,7.02, , , , ,1630429,5720775,48.9457931518555,-118.984680175781
1619,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,170, , , , ,1630430,5720775,48.9457931518555,-118.984680175781
1620,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,568, , , , ,1630432,5720775,48.9457931518555,-118.984680175781
1621,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,306, , , , ,1630434,5720775,48.9457931518555,-118.984680175781
1622,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,3.87, , , , ,1630436,5720775,48.9457931518555,-118.984680175781
1623,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,775, , , , ,1630438,5720775,48.9457931518555,-118.984680175781
1624,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,4.23, , , , ,1630431,5720775,48.9457931518555,-118.984680175781
1625,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,860.8, , , , ,1630433,5720775,48.9457931518555,-118.984680175781
1626,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,4.84, , , , ,1630435,5720775,48.9457931518555,-118.984680175781
1627,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,1077, , , , ,1630437,5720775,48.9457931518555,-118.984680175781
1628,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,85.9, , , , ,1630439,5720775,48.9457931518555,-118.984680175781
1629,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,3.14, , , , ,1630440,5720775,48.9457931518555,-118.984680175781
1630,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,70.1, , , , ,1630442,5720775,48.9457931518555,-118.984680175781
1631,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,588, , , , ,1630444,5720775,48.9457931518555,-118.984680175781
1632,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,183, , , , ,1630446,5720775,48.9457931518555,-118.984680175781
1633,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,4.79, , , , ,1630448,5720775,48.9457931518555,-118.984680175781
1634,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,18.5, , , , ,1630441,5720775,48.9457931518555,-118.984680175781
1635,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,571, , , , ,1630443,5720775,48.9457931518555,-118.984680175781
1636,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,8.45, , , , ,1630445,5720775,48.9457931518555,-118.984680175781
1637,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,13.2, , , , ,1630447,5720775,48.9457931518555,-118.984680175781
1638,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,21.4, , , , ,1630449,5720775,48.9457931518555,-118.984680175781
1639,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,6.41, , , , ,1630450,5720775,48.9457931518555,-118.984680175781
1640,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,270, , , , ,1630452,5720775,48.9457931518555,-118.984680175781
1641,Stemilt World Famous Compost,ST0501323,Active,Industrial to ground SWDP IP,WENATCHEE,Chelan,7/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion) (Unknown),Standard Units,Single Sample, , , , , ,1629615,17089,47.3519401550293,-120.269409179688
1642,Port of Sunnyside IWWTF,WA0052426,Active,Industrial NPDES IP,SUNNYSIDE,Yakima,7/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion),Standard Units,Minimum, , , , , ,1629564,3220496,46.2962074279785,-120.017395019531
1643,Winthrop POTW,WA0020885,Active,Municipal NPDES IP,Winthrop,Okanogan,7/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion),Standard Units,Single Sample, ,9 / 9, , ,001,1629258,73318,48.4670906066895,-120.172027587891
1644,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,20.5, , , , ,1630451,5720775,48.9457931518555,-118.984680175781
1645,Buckhorn Mountain Mine,WA0052434,Active,Industrial NPDES IP,CHESAW,Okanogan,7/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,791.3, , , , ,1630453,5720775,48.9457931518555,-118.984680175781
1646,Port of Sunnyside IWWTF,WA0052426,Active,Industrial NPDES IP,SUNNYSIDE,Yakima,7/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion),Standard Units,Single Sample, ,9 / 9, , , ,1629564,3220496,46.2962074279785,-120.017395019531
1647,Port of Sunnyside IWWTF,WA0052426,Active,Industrial NPDES IP,SUNNYSIDE,Yakima,7/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion),Standard Units,Maximum, , , , , ,1629564,3220496,46.2962074279785,-120.017395019531
1648,Winthrop POTW,WA0020885,Active,Municipal NPDES IP,Winthrop,Okanogan,7/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion),Standard Units,Minimum, , , , ,001,1629258,73318,48.4670906066895,-120.172027587891
1649,Winthrop POTW,WA0020885,Active,Municipal NPDES IP,Winthrop,Okanogan,7/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion),Standard Units,Maximum, ,9 / 9, , ,001,1629258,73318,48.4670906066895,-120.172027587891
1650,SDS Lumber Co,WA0051152,Active,Industrial NPDES IP,BINGEN,Klickitat,7/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion) Daily Min,Standard Units,Minimum, , , , ,001,1628745,94532327,45.7105560302734,-121.472778320313
1651,SDS Lumber Co,WA0051152,Active,Industrial NPDES IP,BINGEN,Klickitat,7/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion) Daily Max,Standard Units,Maximum, ,9 / 9, , ,001,1628746,94532327,45.7105560302734,-121.472778320313
1652,Stemilt World Famous Compost,ST0501323,Active,Industrial to ground SWDP IP,WENATCHEE,Chelan,7/1/2020,Yes,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total Dissolved Solids (TDS)),Lbs/Month,Monthly Total, , , , , ,1640301,17089,47.3519401550293,-120.269409179688
1653,SDS Lumber Co,WA0051152,Active,Industrial NPDES IP,BINGEN,Klickitat,7/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Temperature (Measured),Degrees C,Maximum, , , , ,001,1628742,94532327,45.7105560302734,-121.472778320313
1654,SDS Lumber Co,WA0051152,Active,Industrial NPDES IP,BINGEN,Klickitat,7/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion) Daily Min,Standard Units,Single Sample, , , , ,001,1628745,94532327,45.7105560302734,-121.472778320313
1655,SDS Lumber Co,WA0051152,Active,Industrial NPDES IP,BINGEN,Klickitat,7/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion) Daily Max,Standard Units,Single Sample, ,9 / 9, , ,001,1628746,94532327,45.7105560302734,-121.472778320313
1656,Stemilt World Famous Compost,ST0501323,Active,Industrial to ground SWDP IP,WENATCHEE,Chelan,7/1/2020,Yes,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total Dissolved Solids (TDS)),Lbs/Month,Single Sample, , , , , ,1640301,17089,47.3519401550293,-120.269409179688
1657,Stemilt World Famous Compost,ST0501323,Active,Industrial to ground SWDP IP,WENATCHEE,Chelan,7/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Nitrogen (calculation) (Total (TKN + NO3 + NO2)),Milligrams/L (mg/L),Single Sample, , , , , ,1629621,17089,47.3519401550293,-120.269409179688
